http://hl7.org/fhir/sid/icd-10-cm,E65,C49.9
http://hl7.org/fhir/sid/icd-10-cm,I45.6,C38.0
http://hl7.org/fhir/sid/icd-10-cm,Q25.47,C49.3
http://hl7.org/fhir/sid/icd-10-cm,Q25.79,C49.3
http://hl7.org/fhir/sid/icd-10-cm,Q43.0,C17.2
http://hl7.org/fhir/sid/icd-10-cm,Q43.0,C17.3
http://hl7.org/fhir/sid/icd-10-cm,Q83.1,C50.9
http://hl7.org/fhir/sid/icd-9-cm,524.30,C26.9
http://hl7.org/fhir/sid/icd-9-cm,747.3,C49.3
http://hl7.org/fhir/sid/icd-9-cm,751.0,C17.2
http://hl7.org/fhir/sid/icd-9-cm,751.0,C17.3
http://snomed.info/sct,10013000,C40.2
http://snomed.info/sct,10024003,C34.0
http://snomed.info/sct,10024003,C34.3
http://snomed.info/sct,10025002,C40.1
http://snomed.info/sct,10026001,C71.7
http://snomed.info/sct,10036009,C41.2
http://snomed.info/sct,10042008,C41.2
http://snomed.info/sct,10047002,C34.9
http://snomed.info/sct,1005009,C77.1
http://snomed.info/sct,10056005,C72.5
http://snomed.info/sct,10062000,C49.0
http://snomed.info/sct,10119003,C49.1
http://snomed.info/sct,1012000,C38.0
http://snomed.info/sct,10124000,C49.5
http://snomed.info/sct,10134009,C76.5
http://snomed.info/sct,10141003,C72.5
http://snomed.info/sct,10144006,C44.9
http://snomed.info/sct,10145007,C72.5
http://snomed.info/sct,10148009,C41.3
http://snomed.info/sct,10149001,C44.9
http://snomed.info/sct,1015003,C49.0
http://snomed.info/sct,10151002,C49.0
http://snomed.info/sct,1016002,C41.2
http://snomed.info/sct,10167008,C41.3
http://snomed.info/sct,10176001,C71.0
http://snomed.info/sct,10200004,C22.0
http://snomed.info/sct,10208006,C76.3
http://snomed.info/sct,10209003,C77.0
http://snomed.info/sct,102286006,C41.4
http://snomed.info/sct,102287002,C41.4
http://snomed.info/sct,102288007,C49.1
http://snomed.info/sct,102289004,C49.4
http://snomed.info/sct,102290008,C49.6
http://snomed.info/sct,102291007,C49.2
http://snomed.info/sct,102291007,C49.5
http://snomed.info/sct,102292000,C49.2
http://snomed.info/sct,102292000,C76.5
http://snomed.info/sct,102293005,C40.1
http://snomed.info/sct,102294004,C32.1
http://snomed.info/sct,102295003,C13.9
http://snomed.info/sct,102296002,C13.9
http://snomed.info/sct,102297006,C34.0
http://snomed.info/sct,102298001,C38.0
http://snomed.info/sct,102299009,C49.9
http://snomed.info/sct,102300001,C06.0
http://snomed.info/sct,102301002,C41.4
http://snomed.info/sct,102302009,C41.4
http://snomed.info/sct,10232004,C44.9
http://snomed.info/sct,10245000,C49.2
http://snomed.info/sct,102495000,C76.7
http://snomed.info/sct,10271001,C38.0
http://snomed.info/sct,1028005,C44.9
http://snomed.info/sct,10286007,C71.0
http://snomed.info/sct,10293006,C49.5
http://snomed.info/sct,10299005,C49.0
http://snomed.info/sct,1030007,C49.0
http://snomed.info/sct,10328008,C40.3
http://snomed.info/sct,10339006,C41.2
http://snomed.info/sct,10348001,C44.9
http://snomed.info/sct,10410005,C44.9
http://snomed.info/sct,10415000,C69.4
http://snomed.info/sct,10417008,C41.4
http://snomed.info/sct,10418003,C76.1
http://snomed.info/sct,10421001,C76.5
http://snomed.info/sct,10439005,C49.1
http://snomed.info/sct,10475007,C49.3
http://snomed.info/sct,10476008,C49.2
http://snomed.info/sct,10481004,C69.1
http://snomed.info/sct,10482006,C49.1
http://snomed.info/sct,10484007,C76.4
http://snomed.info/sct,10517005,C71.0
http://snomed.info/sct,10521003,C49.2
http://snomed.info/sct,10523000,C49.0
http://snomed.info/sct,10537009,C10.1
http://snomed.info/sct,10540009,C49.1
http://snomed.info/sct,10545004,C69.6
http://snomed.info/sct,105579006,C44.9
http://snomed.info/sct,105580009,C41.4
http://snomed.info/sct,105581008,C41.4
http://snomed.info/sct,105582001,C40.1
http://snomed.info/sct,105583006,C49.9
http://snomed.info/sct,105584000,C40.3
http://snomed.info/sct,105585004,C13.9
http://snomed.info/sct,105586003,C49.9
http://snomed.info/sct,105587007,C44.2
http://snomed.info/sct,105588002,C41.4
http://snomed.info/sct,10574008,C34.1
http://snomed.info/sct,10576005,C34.9
http://snomed.info/sct,10584009,C30.1
http://snomed.info/sct,10585005,C41.4
http://snomed.info/sct,10591007,C47.5
http://snomed.info/sct,106004,C76.4
http://snomed.info/sct,10617000,C49.9
http://snomed.info/sct,1063000,C41.0
http://snomed.info/sct,10634008,C49.0
http://snomed.info/sct,10642009,C40.1
http://snomed.info/sct,10655005,C49.2
http://snomed.info/sct,10663006,C63.9
http://snomed.info/sct,10664000,C77.0
http://snomed.info/sct,10692005,C34.9
http://snomed.info/sct,10695007,C49.0
http://snomed.info/sct,10695007,C69.4
http://snomed.info/sct,10700000,C49.6
http://snomed.info/sct,107008,C58.9
http://snomed.info/sct,10711008,C07.9
http://snomed.info/sct,10714000,C41.2
http://snomed.info/sct,10737006,C69.0
http://snomed.info/sct,10746000,C38.0
http://snomed.info/sct,1075005,C42.1
http://snomed.info/sct,10757005,C41.3
http://snomed.info/sct,1076006,C49.2
http://snomed.info/sct,10761004,C80.9
http://snomed.info/sct,10766009,C49.1
http://snomed.info/sct,10769002,C49.3
http://snomed.info/sct,10770001,C40.3
http://snomed.info/sct,10776007,C71.0
http://snomed.info/sct,10778008,C71.0
http://snomed.info/sct,108003,C49.0
http://snomed.info/sct,10801009,C47.1
http://snomed.info/sct,10808003,C48.2
http://snomed.info/sct,108347004,C76.7
http://snomed.info/sct,108348009,C47.9
http://snomed.info/sct,108349001,C76.1
http://snomed.info/sct,108350001,C76.2
http://snomed.info/sct,108363007,C58.9
http://snomed.info/sct,108371006,C40.3
http://snomed.info/sct,108372004,C41.9
http://snomed.info/sct,10840004,C49.0
http://snomed.info/sct,10846005,C38.0
http://snomed.info/sct,10860007,C76.0
http://snomed.info/sct,10864003,C41.3
http://snomed.info/sct,1087003,C49.0
http://snomed.info/sct,10886002,C49.1
http://snomed.info/sct,10887006,C34.9
http://snomed.info/sct,10915005,C47.9
http://snomed.info/sct,1092001,C71.4
http://snomed.info/sct,10921009,C49.6
http://snomed.info/sct,10927008,C41.0
http://snomed.info/sct,10937003,C71.0
http://snomed.info/sct,109423001,C40.3
http://snomed.info/sct,10945008,C42.2
http://snomed.info/sct,10957004,C49.2
http://snomed.info/sct,10972000,C49.1
http://snomed.info/sct,10974004,C71.7
http://snomed.info/sct,1099005,C37.9
http://snomed.info/sct,10992007,C49.0
http://snomed.info/sct,11000004,C71.0
http://snomed.info/sct,110001,C64.9
http://snomed.info/sct,1101003,C71.9
http://snomed.info/sct,11016002,C41.2
http://snomed.info/sct,11018001,C47.4
http://snomed.info/sct,11019009,C41.3
http://snomed.info/sct,11031006,C71.7
http://snomed.info/sct,110325005,C76.7
http://snomed.info/sct,110326006,C76.7
http://snomed.info/sct,110327002,C76.7
http://snomed.info/sct,110328007,C76.7
http://snomed.info/sct,110329004,C76.7
http://snomed.info/sct,11035002,C60.1
http://snomed.info/sct,11048003,C41.1
http://snomed.info/sct,110484006,C44.9
http://snomed.info/sct,110485007,C44.9
http://snomed.info/sct,110486008,C44.5
http://snomed.info/sct,110488009,C76.0
http://snomed.info/sct,110489001,C60.9
http://snomed.info/sct,110490005,C60.9
http://snomed.info/sct,110492002,C76.0
http://snomed.info/sct,110493007,C50.9
http://snomed.info/sct,110494001,C50.9
http://snomed.info/sct,110495000,C50.3
http://snomed.info/sct,110496004,C50.4
http://snomed.info/sct,110497008,C50.5
http://snomed.info/sct,110498003,C50.1
http://snomed.info/sct,110499006,C50.9
http://snomed.info/sct,110500002,C50.9
http://snomed.info/sct,110501003,C50.9
http://snomed.info/sct,110502005,C50.5
http://snomed.info/sct,110503000,C50.1
http://snomed.info/sct,110504006,C50.2
http://snomed.info/sct,110505007,C50.3
http://snomed.info/sct,110506008,C50.9
http://snomed.info/sct,110507004,C50.9
http://snomed.info/sct,110508009,C50.1
http://snomed.info/sct,110509001,C50.9
http://snomed.info/sct,110510006,C50.9
http://snomed.info/sct,110511005,C50.4
http://snomed.info/sct,110512003,C50.9
http://snomed.info/sct,110513008,C50.9
http://snomed.info/sct,110514002,C50.9
http://snomed.info/sct,110518004,C40.9
http://snomed.info/sct,110519007,C40.9
http://snomed.info/sct,110520001,C40.9
http://snomed.info/sct,11052003,C40.1
http://snomed.info/sct,110521002,C40.9
http://snomed.info/sct,110522009,C49.9
http://snomed.info/sct,110523004,C49.9
http://snomed.info/sct,110525006,C69.6
http://snomed.info/sct,110526007,C41.0
http://snomed.info/sct,110528008,C41.0
http://snomed.info/sct,110529000,C41.0
http://snomed.info/sct,110530005,C41.0
http://snomed.info/sct,110532002,C41.2
http://snomed.info/sct,110533007,C41.4
http://snomed.info/sct,110536004,C40.2
http://snomed.info/sct,110537008,C40.2
http://snomed.info/sct,110538003,C40.2
http://snomed.info/sct,110539006,C40.2
http://snomed.info/sct,110540008,C49.1
http://snomed.info/sct,11054002,C25.7
http://snomed.info/sct,110542000,C49.0
http://snomed.info/sct,110543005,C49.9
http://snomed.info/sct,110544004,C39.0
http://snomed.info/sct,110545003,C39.9
http://snomed.info/sct,110548001,C34.9
http://snomed.info/sct,110549009,C39.9
http://snomed.info/sct,110550009,C39.9
http://snomed.info/sct,110551008,C38.0
http://snomed.info/sct,110559005,C49.0
http://snomed.info/sct,110560000,C49.0
http://snomed.info/sct,110561001,C49.9
http://snomed.info/sct,110562008,C49.9
http://snomed.info/sct,110563003,C49.0
http://snomed.info/sct,110564009,C49.9
http://snomed.info/sct,110565005,C49.9
http://snomed.info/sct,110566006,C49.0
http://snomed.info/sct,110567002,C49.3
http://snomed.info/sct,110568007,C49.4
http://snomed.info/sct,110570003,C06.9
http://snomed.info/sct,110571004,C06.9
http://snomed.info/sct,110572006,C06.0
http://snomed.info/sct,110577000,C04.9
http://snomed.info/sct,110578005,C26.9
http://snomed.info/sct,110579002,C26.9
http://snomed.info/sct,110580004,C26.9
http://snomed.info/sct,110581000,C26.9
http://snomed.info/sct,110582007,C26.9
http://snomed.info/sct,110583002,C26.9
http://snomed.info/sct,110584008,C26.9
http://snomed.info/sct,110585009,C26.9
http://snomed.info/sct,110586005,C26.9
http://snomed.info/sct,110587001,C26.9
http://snomed.info/sct,110588006,C26.9
http://snomed.info/sct,110589003,C26.9
http://snomed.info/sct,110590007,C26.9
http://snomed.info/sct,110591006,C26.9
http://snomed.info/sct,110592004,C26.9
http://snomed.info/sct,110593009,C26.9
http://snomed.info/sct,110594003,C26.9
http://snomed.info/sct,110595002,C26.9
http://snomed.info/sct,110596001,C26.9
http://snomed.info/sct,110597005,C03.9
http://snomed.info/sct,110598000,C03.9
http://snomed.info/sct,110599008,C03.9
http://snomed.info/sct,110600006,C03.9
http://snomed.info/sct,1106008,C65.9
http://snomed.info/sct,110601005,C03.9
http://snomed.info/sct,110602003,C03.9
http://snomed.info/sct,110603008,C15.9
http://snomed.info/sct,110604002,C15.9
http://snomed.info/sct,110606000,C26.9
http://snomed.info/sct,110607009,C17.0
http://snomed.info/sct,110608004,C17.0
http://snomed.info/sct,110609007,C17.0
